modality	projection	aggregation	setting	fold	mr	mrr	hits@1	hits@3	hits@10	hits@100	auc
func_expr	owl2vecstar	bma	calibrated	6	1084.0349013657055	0.0510598012202469	0.01669195751138088	0.05614567526555387	0.11380880121396054	0.38391502276176026	0.7543987614787606
func_expr	owl2vecstar	bma	calibrated	7	1125.8728682170542	0.04745651278272992	0.017054263565891473	0.046511627906976744	0.09767441860465116	0.33488372093023255	0.7449030875586593
func_expr	owl2vecstar	bma	calibrated	8	978.5516717325228	0.04558697561623045	0.016717325227963525	0.03951367781155015	0.09878419452887538	0.35714285714285715	0.778384801464273
func_expr	owl2vecstar	bma	calibrated	9	1028.7809160305344	0.04845124275437156	0.013740458015267175	0.044274809160305344	0.11450381679389313	0.3618320610687023	0.7669564040404742
func_expr	owl2vecstar	bma	raw	0	2254.9126984126983	0.04731282731565941	0.03015873015873016	0.046031746031746035	0.07777777777777778	0.18412698412698414	0.4882522001753645
func_expr	owl2vecstar	bma	raw	1	2242.2606232294615	0.05069541815137155	0.024079320113314446	0.05240793201133145	0.10198300283286119	0.26203966005665724	0.49106624799481213
func_expr	owl2vecstar	bma	raw	2	2359.943251533742	0.05084763945681255	0.023006134969325152	0.05214723926380368	0.11349693251533742	0.23159509202453987	0.46436393798367454
func_expr	owl2vecstar	bma	raw	3	2344.8548895899053	0.04761998436946098	0.026813880126182965	0.04889589905362776	0.08201892744479496	0.20977917981072555	0.4678081410816769
func_expr	owl2vecstar	bma	raw	4	2263.095826893354	0.05320243314993069	0.027820710973724884	0.05564142194744977	0.10664605873261206	0.22565687789799072	0.48637019865059966
func_expr	owl2vecstar	bma	raw	5	2371.6737226277373	0.04790885800951206	0.024817518248175182	0.05547445255474453	0.08175182481751825	0.20875912408759123	0.4616416637490604
func_expr	owl2vecstar	bma	raw	6	2250.154779969651	0.0499430950347047	0.025796661608497723	0.05007587253414264	0.10773899848254932	0.23672230652503792	0.48929971324011073
func_expr	owl2vecstar	bma	raw	7	2370.2682170542635	0.04140987184189292	0.020155038759689922	0.040310077519379844	0.08062015503875969	0.19689922480620156	0.46201356545092176
func_expr	owl2vecstar	bma	raw	8	2236.241641337386	0.04757054573855394	0.0243161094224924	0.04711246200607903	0.09574468085106383	0.22340425531914893	0.4924649564594329
func_expr	owl2vecstar	bma	raw	9	2307.893893129771	0.04719478043710825	0.025954198473282442	0.04885496183206107	0.08396946564885496	0.2015267175572519	0.47617813902882167
func_expr	owl2vecstar	bmm	calibrated	0	899.0730158730158	0.06496148368217114	0.031746031746031744	0.06666666666666667	0.12380952380952381	0.35555555555555557	0.7964604148850568
func_expr	owl2vecstar	bmm	calibrated	1	974.8328611898017	0.04523996636553119	0.014164305949008499	0.0453257790368272	0.10056657223796034	0.358356940509915	0.7791519383429276
func_expr	owl2vecstar	bmm	calibrated	2	1052.4325153374234	0.049336529020034964	0.019938650306748466	0.046012269938650305	0.10736196319018405	0.32975460122699385	0.7615919750305772
func_expr	owl2vecstar	bmm	calibrated	3	1004.2523659305994	0.04730510868585162	0.025236593059936908	0.04258675078864353	0.07570977917981073	0.3186119873817035	0.7725848934694795
func_expr	owl2vecstar	bmm	calibrated	4	990.0989180834621	0.04550682847316974	0.01854714064914992	0.03554868624420402	0.08809891808346214	0.35239567233384855	0.7757643387407493
func_expr	owl2vecstar	bmm	calibrated	5	1071.6547445255474	0.045436743515241754	0.017518248175182483	0.04525547445255475	0.09635036496350365	0.31386861313868614	0.7571782239825574
func_expr	owl2vecstar	bmm	calibrated	6	1033.969650986343	0.040190560809916426	0.010622154779969651	0.03793626707132018	0.08952959028831563	0.33839150227617604	0.7657732599594127
func_expr	owl2vecstar	bmm	calibrated	7	1015.1255813953488	0.0495999855602167	0.018604651162790697	0.05271317829457364	0.10077519379844961	0.3271317829457364	0.7700686026246276
func_expr	owl2vecstar	bmm	calibrated	8	905.8723404255319	0.041007706045336906	0.0121580547112462	0.037993920972644375	0.08206686930091185	0.3434650455927052	0.7949062407800611
func_expr	owl2vecstar	bmm	calibrated	9	1009.1595419847329	0.04216254373078546	0.015267175572519083	0.035114503816793895	0.10076335877862595	0.31603053435114503	0.7714098797610145
func_expr	owl2vecstar	bmm	raw	0	2206.6825396825398	0.03718974995933291	0.020634920634920634	0.03492063492063492	0.06031746031746032	0.18412698412698414	0.49923738079000635
func_expr	owl2vecstar	bmm	raw	1	2207.2067988668555	0.03926668752331218	0.015580736543909348	0.039660056657223795	0.08356940509915015	0.2577903682719547	0.499003282358146
func_expr	owl2vecstar	bmm	raw	2	2336.0030674846626	0.0372671928998387	0.012269938650306749	0.04294478527607362	0.09049079754601227	0.2085889570552147	0.4698033365084368
func_expr	owl2vecstar	bmm	raw	3	2313.3548895899053	0.03740078430595787	0.017350157728706624	0.03785488958990536	0.06782334384858044	0.20662460567823343	0.474952007303065
func_expr	owl2vecstar	bmm	raw	4	2236.693972179289	0.040468080538801805	0.01854714064914992	0.03554868624420402	0.09119010819165378	0.22720247295208656	0.4923786598963583
func_expr	owl2vecstar	bmm	raw	5	2340.348905109489	0.03330600275520112	0.01167883211678832	0.0364963503649635	0.06715328467153285	0.2072992700729927	0.4687858720379383
func_expr	owl2vecstar	bmm	raw	6	2223.2640364188164	0.041241472457552095	0.019726858877086494	0.03945371775417299	0.08952959028831563	0.2094081942336874	0.4954195342368126
func_expr	owl2vecstar	bmm	raw	7	2358.0713178294573	0.030594958498641158	0.012403100775193798	0.02945736434108527	0.06821705426356589	0.19069767441860466	0.4647904474413671
func_expr	owl2vecstar	bmm	raw	8	2203.7340425531916	0.03628635519638222	0.016717325227963525	0.0364741641337386	0.07598784194528875	0.20820668693009117	0.49985489932431454
func_expr	owl2vecstar	bmm	raw	9	2277.0893129770993	0.03413721490313463	0.013740458015267175	0.03206106870229008	0.07786259541984733	0.1969465648854962	0.4831795567694947
func_expr	owl2vecstar_gda	bma	calibrated	0	929.5730158730158	0.0624204443835608	0.025396825396825397	0.06031746031746032	0.1380952380952381	0.38571428571428573	0.7895490317063402
func_expr	owl2vecstar_gda	bma	calibrated	1	984.6331444759206	0.053119034928230495	0.015580736543909348	0.05240793201133145	0.12322946175637393	0.37252124645892354	0.7769479221069431
func_expr	owl2vecstar_gda	bma	calibrated	2	1075.1932515337423	0.05579834096906064	0.02147239263803681	0.046012269938650305	0.1334355828220859	0.36809815950920244	0.7564023892769829
func_expr	owl2vecstar_gda	bma	calibrated	3	1031.1182965299683	0.04576286726544649	0.015772870662460567	0.03785488958990536	0.09936908517350158	0.3627760252365931	0.766448748389188
func_expr	owl2vecstar_gda	bma	calibrated	4	1002.9582689335394	0.050886117986394024	0.021638330757341576	0.04636785162287481	0.09582689335394126	0.37094281298299847	0.7728286216517524
func_expr	owl2vecstar_gda	bma	calibrated	5	1090.5043795620438	0.05175209690318964	0.020437956204379562	0.04817518248175182	0.10802919708029197	0.33284671532846716	0.7528872686725416
func_expr	owl2vecstar_gda	bma	calibrated	6	1053.8406676783004	0.049715678987694766	0.015174506828528073	0.048558421851289835	0.10925644916540213	0.3899848254931715	0.7612681665477153
func_expr	owl2vecstar_gda	bma	calibrated	7	1075.5720930232558	0.05082687472573226	0.018604651162790697	0.04961240310077519	0.11472868217054263	0.3364341085271318	0.7563126573868972
func_expr	owl2vecstar_gda	bma	calibrated	8	956.758358662614	0.04886650611981771	0.016717325227963525	0.05015197568389058	0.09574468085106383	0.378419452887538	0.7833408532334304
func_expr	owl2vecstar_gda	bma	calibrated	9	986.9229007633588	0.045598841405874634	0.012213740458015267	0.03969465648854962	0.1099236641221374	0.3435114503816794	0.7764861549033525
func_expr	owl2vecstar_gda	bma	raw	0	2253.319841269841	0.0493372967133924	0.03015873015873016	0.047619047619047616	0.07936507936507936	0.19682539682539682	0.48861303254347127
func_expr	owl2vecstar_gda	bma	raw	1	2252.400849858357	0.06098355192899434	0.032577903682719546	0.06373937677053824	0.12464589235127478	0.2790368271954674	0.4887500185143803
func_expr	owl2vecstar_gda	bma	raw	2	2377.0651840490796	0.056352387624638886	0.024539877300613498	0.06134969325153374	0.12269938650306748	0.24846625766871167	0.46047126926504484
func_expr	owl2vecstar_gda	bma	raw	3	2362.257097791798	0.051547426598359	0.026813880126182965	0.05362776025236593	0.09305993690851735	0.22870662460567823	0.463851836128515
func_expr	owl2vecstar_gda	bma	raw	4	2274.4126738794434	0.06594755494783933	0.03863987635239567	0.0695517774343122	0.11746522411128284	0.241112828438949	0.483801819508649
func_expr	owl2vecstar_gda	bma	raw	5	2377.712408759124	0.05848144931127409	0.040875912408759124	0.05693430656934306	0.0905109489051095	0.22189781021897811	0.4602804552461326
func_expr	owl2vecstar_gda	bma	raw	6	2257.2610015174505	0.0575854388505951	0.03186646433990895	0.05918057663125948	0.11380880121396054	0.2534142640364188	0.4876772242001476
func_expr	owl2vecstar_gda	bma	raw	7	2367.429457364341	0.049043744318254645	0.024806201550387597	0.05426356589147287	0.09767441860465116	0.21085271317829457	0.4626588847712042
func_expr	owl2vecstar_gda	bma	raw	8	2253.0440729483284	0.05411103042898221	0.02735562310030395	0.057750759878419454	0.10182370820668693	0.24012158054711247	0.4886512270334996
func_expr	owl2vecstar_gda	bma	raw	9	2314.232824427481	0.052231400916708914	0.030534351145038167	0.0549618320610687	0.09312977099236641	0.20916030534351146	0.4747399218073504
func_expr	owl2vecstar_gda	bmm	calibrated	0	942.452380952381	0.05500218721677907	0.020634920634920634	0.05714285714285714	0.1126984126984127	0.34285714285714286	0.7866376557442708
func_expr	owl2vecstar_gda	bmm	calibrated	1	991.4419263456091	0.04426057860489169	0.0169971671388102	0.042492917847025496	0.08640226628895184	0.3371104815864023	0.7753735557978345
func_expr	owl2vecstar_gda	bmm	calibrated	2	1075.9217791411043	0.0471565822045368	0.018404907975460124	0.03987730061349693	0.10736196319018405	0.32515337423312884	0.7562306756834026
func_expr	owl2vecstar_gda	bmm	calibrated	3	1024.8958990536278	0.0394277398353376	0.015772870662460567	0.02996845425867508	0.08201892744479496	0.30757097791798105	0.7678483710450397
func_expr	owl2vecstar_gda	bmm	calibrated	4	988.0417310664606	0.040117621587982044	0.015455950540958269	0.03709428129829984	0.07882534775888717	0.3230293663060278	0.7762372578002659
func_expr	owl2vecstar_gda	bmm	calibrated	5	1081.5394160583942	0.04322808975709771	0.013138686131386862	0.04525547445255475	0.09781021897810219	0.291970802919708	0.7549292058745933
func_expr	owl2vecstar_gda	bmm	calibrated	6	1076.3550834597875	0.03976488180109183	0.013657056145675266	0.03490136570561457	0.0819423368740516	0.3201820940819423	0.756121632002859
func_expr	owl2vecstar_gda	bmm	calibrated	7	1058.320930232558	0.04336658091572805	0.013953488372093023	0.046511627906976744	0.08837209302325581	0.28527131782945736	0.7602642249559889
func_expr	owl2vecstar_gda	bmm	calibrated	8	960.6702127659574	0.040272765615688204	0.015197568389057751	0.034954407294832825	0.0790273556231003	0.331306990881459	0.7824286191045077
func_expr	owl2vecstar_gda	bmm	calibrated	9	1014.8450381679389	0.038400895341883616	0.013740458015267175	0.03358778625954199	0.08244274809160305	0.2885496183206107	0.7701332190348604
func_expr	owl2vecstar_gda	bmm	raw	0	2229.7555555555555	0.03531087874022391	0.01746031746031746	0.03968253968253968	0.05714285714285714	0.20793650793650795	0.4939735582040651
func_expr	owl2vecstar_gda	bmm	raw	1	2232.970254957507	0.04178666141495738	0.018413597733711047	0.036827195467422094	0.0906515580736544	0.254957507082153	0.49317318447986186
func_expr	owl2vecstar_gda	bmm	raw	2	2368.5598159509204	0.03688496503345686	0.013803680981595092	0.032208588957055216	0.08742331288343558	0.2254601226993865	0.4623863552368985
func_expr	owl2vecstar_gda	bmm	raw	3	2353.255520504732	0.037025385154429935	0.015772870662460567	0.03627760252365931	0.08201892744479496	0.21608832807570977	0.46588430981231044
func_expr	owl2vecstar_gda	bmm	raw	4	2261.3013910355485	0.04516741589054688	0.02009273570324575	0.04482225656877898	0.09428129829984544	0.23493044822256567	0.48678865823446604
func_expr	owl2vecstar_gda	bmm	raw	5	2363.675182481752	0.038110441478662334	0.01897810218978102	0.03795620437956204	0.07153284671532846	0.2116788321167883	0.4634771008009451
func_expr	owl2vecstar_gda	bmm	raw	6	2248.800455235205	0.042811113991032185	0.019726858877086494	0.042488619119878605	0.08649468892261002	0.21396054628224584	0.48962034756830153
func_expr	owl2vecstar_gda	bmm	raw	7	2370.0899224806203	0.031995807087483084	0.010852713178294573	0.031007751937984496	0.07286821705426356	0.19689922480620156	0.46204722355856076
func_expr	owl2vecstar_gda	bmm	raw	8	2242.019756838906	0.03874895715975369	0.0182370820668693	0.0364741641337386	0.07750759878419453	0.23252279635258358	0.4911540409501745
func_expr	owl2vecstar_gda	bmm	raw	9	2301.477099236641	0.033739165042955176	0.012213740458015267	0.035114503816793895	0.07480916030534351	0.2015267175572519	0.47763422984751913
pheno_func_expr	owl2vecstar	bma	calibrated	0	783.5571428571428	0.08455669589022968	0.03968253968253968	0.0873015873015873	0.1746031746031746	0.45714285714285713	0.822722155468234
pheno_func_expr	owl2vecstar	bma	calibrated	1	801.256373937677	0.08020703157124516	0.032577903682719546	0.0821529745042493	0.17422096317280453	0.44192634560906513	0.8186120396922556
pheno_func_expr	owl2vecstar	bma	calibrated	2	879.8680981595093	0.07244252059355986	0.03067484662576687	0.06901840490797546	0.16717791411042945	0.44631901840490795	0.800813626075084
pheno_func_expr	owl2vecstar	bma	calibrated	3	799.4700315457413	0.06850024565115816	0.02996845425867508	0.0583596214511041	0.14826498422712933	0.47318611987381703	0.8191109178096829
pheno_func_expr	owl2vecstar	bma	calibrated	4	824.1344667697064	0.07746428393624871	0.03554868624420402	0.07418856259659969	0.1561051004636785	0.47449768160741884	0.8134866607663044
pheno_func_expr	owl2vecstar	bma	calibrated	5	876.992700729927	0.07204803697364504	0.032116788321167884	0.07445255474452554	0.1343065693430657	0.4218978102189781	0.8014321436690157
pheno_func_expr	owl2vecstar	bma	calibrated	6	829.4628224582701	0.07265195535597245	0.027314112291350532	0.08042488619119878	0.15477996965098634	0.464339908952959	0.812269721943289
pheno_func_expr	owl2vecstar	bma	calibrated	7	888.2651162790697	0.07377679176485571	0.03565891472868217	0.06821705426356589	0.15503875968992248	0.4310077519379845	0.7989111337848102
pheno_func_expr	owl2vecstar	bma	calibrated	8	724.9908814589666	0.0729153227047991	0.030395136778115502	0.06990881458966565	0.1474164133738602	0.4696048632218845	0.8360063526457726
pheno_func_expr	owl2vecstar	bma	calibrated	9	787.3160305343512	0.06859073721455398	0.02900763358778626	0.06259541984732825	0.15114503816793892	0.44732824427480916	0.8218564593965666
pheno_func_expr	owl2vecstar	bma	raw	0	2047.2174603174603	0.04841384295744553	0.031746031746031744	0.046031746031746035	0.07777777777777778	0.2	0.5354701826172615
pheno_func_expr	owl2vecstar	bma	raw	1	2007.4305949008499	0.05183872233791862	0.024079320113314446	0.053824362606232294	0.10764872521246459	0.26487252124645894	0.5444216332967768
pheno_func_expr	owl2vecstar	bma	raw	2	2173.6763803680983	0.05338222423278711	0.024539877300613498	0.05674846625766871	0.1196319018404908	0.2285276073619632	0.5066916002939877
pheno_func_expr	owl2vecstar	bma	raw	3	2109.127760252366	0.04861013420954923	0.028391167192429023	0.04574132492113565	0.083596214511041	0.22082018927444794	0.5213726162312484
pheno_func_expr	owl2vecstar	bma	raw	4	2031.29057187017	0.05428534884756602	0.02936630602782071	0.05100463678516229	0.10973724884080371	0.23338485316846985	0.5390634305323713
pheno_func_expr	owl2vecstar	bma	raw	5	2188.556204379562	0.05196300696293397	0.032116788321167884	0.05693430656934306	0.08175182481751825	0.2116788321167883	0.5032829292656095
pheno_func_expr	owl2vecstar	bma	raw	6	2006.8224582701062	0.05322580334602355	0.028831562974203338	0.05614567526555387	0.10318664643399089	0.24582701062215478	0.5446185348373768
pheno_func_expr	owl2vecstar	bma	raw	7	2218.9100775193797	0.04449304769028973	0.024806201550387597	0.046511627906976744	0.08062015503875969	0.2	0.49644122783366906
pheno_func_expr	owl2vecstar	bma	raw	8	2037.3191489361702	0.04864137373230234	0.0243161094224924	0.05167173252279635	0.09422492401215805	0.23708206686930092	0.5376688263635491
pheno_func_expr	owl2vecstar	bma	raw	9	2084.447328244275	0.04668697306027894	0.024427480916030534	0.04885496183206107	0.08396946564885496	0.20916030534351146	0.5269625817109718
pheno_func_expr	owl2vecstar	bmm	calibrated	0	778.3777777777777	0.0802616003122137	0.0380952380952381	0.08253968253968254	0.1523809523809524	0.4253968253968254	0.8238943194160289
pheno_func_expr	owl2vecstar	bmm	calibrated	1	813.7988668555241	0.06398408983464843	0.024079320113314446	0.060906515580736544	0.14872521246458922	0.4093484419263456	0.8157769245778883
pheno_func_expr	owl2vecstar	bmm	calibrated	2	879.1073619631902	0.06139331245297	0.02147239263803681	0.06441717791411043	0.1411042944785276	0.40337423312883436	0.8009797611559794
pheno_func_expr	owl2vecstar	bmm	calibrated	3	798.3895899053628	0.05974389631289927	0.028391167192429023	0.0583596214511041	0.10252365930599369	0.416403785488959	0.819348102486728
pheno_func_expr	owl2vecstar	bmm	calibrated	4	810.7449768160742	0.06176234938278699	0.02472952086553323	0.061823802163833076	0.11901081916537867	0.4435857805255023	0.8165411346473644
pheno_func_expr	owl2vecstar	bmm	calibrated	5	880.3313868613138	0.06225552312982016	0.026277372262773723	0.058394160583941604	0.12116788321167883	0.39416058394160586	0.8006642186429233
pheno_func_expr	owl2vecstar	bmm	calibrated	6	835.474962063733	0.05582443054689095	0.021244309559939303	0.05311077389984825	0.10925644916540213	0.3945371775417299	0.8108755921558941
pheno_func_expr	owl2vecstar	bmm	calibrated	7	866.6682170542636	0.06711131673284013	0.034108527131782945	0.06046511627906977	0.12868217054263567	0.3875968992248062	0.8038373767117616
pheno_func_expr	owl2vecstar	bmm	calibrated	8	701.6580547112462	0.06120562211143931	0.0243161094224924	0.05927051671732523	0.11246200607902736	0.4316109422492401	0.8413396661717121
pheno_func_expr	owl2vecstar	bmm	calibrated	9	796.8335877862595	0.05307817040997235	0.021374045801526718	0.04732824427480916	0.11297709923664122	0.40610687022900765	0.8196649481405387
pheno_func_expr	owl2vecstar	bmm	raw	0	1992.8809523809523	0.03688642171504938	0.01746031746031746	0.0380952380952381	0.06666666666666667	0.1984126984126984	0.5478308562191263
pheno_func_expr	owl2vecstar	bmm	raw	1	1964.8073654390935	0.04180372961341782	0.0169971671388102	0.042492917847025496	0.09631728045325778	0.25920679886685555	0.5541067471553861
pheno_func_expr	owl2vecstar	bmm	raw	2	2139.2085889570553	0.03888189685446516	0.012269938650306749	0.04294478527607362	0.09202453987730061	0.21625766871165644	0.5145332458436594
pheno_func_expr	owl2vecstar	bmm	raw	3	2063.660883280757	0.03964919545725293	0.022082018927444796	0.03470031545741325	0.07413249211356467	0.20977917981072555	0.5317241228469619
pheno_func_expr	owl2vecstar	bmm	raw	4	1989.2302936630604	0.04360254963967482	0.01854714064914992	0.04482225656877898	0.10046367851622875	0.23183925811437403	0.5486189604002316
pheno_func_expr	owl2vecstar	bmm	raw	5	2137.2335766423357	0.03877856521511307	0.01897810218978102	0.042335766423357665	0.07445255474452554	0.21751824817518248	0.5149455002215167
pheno_func_expr	owl2vecstar	bmm	raw	6	1977.9886191198786	0.04294247826416396	0.019726858877086494	0.042488619119878605	0.09256449165402124	0.22458270106221548	0.5511629936587188
pheno_func_expr	owl2vecstar	bmm	raw	7	2200.0093023255813	0.03444504515507	0.015503875968992248	0.03565891472868217	0.06666666666666667	0.2	0.5007267331722678
pheno_func_expr	owl2vecstar	bmm	raw	8	1994.7310030395138	0.039392055714690226	0.0182370820668693	0.03951367781155015	0.08358662613981763	0.22796352583586627	0.5473836620784912
pheno_func_expr	owl2vecstar	bmm	raw	9	2055.4641221374045	0.03565861659572764	0.015267175572519083	0.030534351145038167	0.07786259541984733	0.20458015267175572	0.5335673097112633
pheno_func_expr	owl2vecstar_gda	bma	calibrated	0	741.479365079365	0.0667655671651149	0.020634920634920634	0.06349206349206349	0.15873015873015872	0.44761904761904764	0.8323266110263157
pheno_func_expr	owl2vecstar_gda	bma	calibrated	1	773.7620396600566	0.06436462193372681	0.021246458923512748	0.06657223796033994	0.141643059490085	0.43909348441926344	0.8248618505235867
pheno_func_expr	owl2vecstar_gda	bma	calibrated	2	823.3496932515337	0.06166622795823748	0.019938650306748466	0.05521472392638037	0.147239263803681	0.42024539877300615	0.8136724464706842
pheno_func_expr	owl2vecstar_gda	bma	calibrated	3	785.2902208201892	0.05996944243110256	0.026813880126182965	0.052050473186119876	0.1167192429022082	0.43690851735015773	0.8223225023180634
pheno_func_expr	owl2vecstar_gda	bma	calibrated	4	774.8037094281299	0.05711876473608753	0.017001545595054096	0.04791344667697063	0.13137557959814528	0.446676970633694	0.8247081235618745
pheno_func_expr	owl2vecstar_gda	bma	calibrated	5	827.9693430656935	0.05595387699321446	0.017518248175182483	0.052554744525547446	0.1343065693430657	0.4	0.8126022337525283
pheno_func_expr	owl2vecstar_gda	bma	calibrated	6	802.0622154779969	0.05698940449987411	0.01669195751138088	0.054628224582701064	0.125948406676783	0.44764795144157815	0.8184956161577623
pheno_func_expr	owl2vecstar_gda	bma	calibrated	7	846.3162790697675	0.06378876000704267	0.031007751937984496	0.05271317829457364	0.13643410852713178	0.413953488372093	0.8084414886399482
pheno_func_expr	owl2vecstar_gda	bma	calibrated	8	684.354103343465	0.0642324945980336	0.0243161094224924	0.060790273556231005	0.13677811550151975	0.44376899696048633	0.8452442562588487
pheno_func_expr	owl2vecstar_gda	bma	calibrated	9	763.0305343511451	0.05250573641334045	0.0183206106870229	0.044274809160305344	0.1251908396946565	0.42748091603053434	0.827374195037387
pheno_func_expr	owl2vecstar_gda	bma	raw	0	2057.595238095238	0.048709396958956284	0.02857142857142857	0.047619047619047616	0.08095238095238096	0.21904761904761905	0.5331106997622115
pheno_func_expr	owl2vecstar_gda	bma	raw	1	2024.5354107648725	0.06320435472977927	0.0339943342776204	0.06373937677053824	0.1274787535410765	0.29036827195467424	0.5405444000600187
pheno_func_expr	owl2vecstar_gda	bma	raw	2	2201.728527607362	0.06206033207148635	0.03067484662576687	0.06748466257668712	0.12576687116564417	0.2561349693251534	0.500332793147355
pheno_func_expr	owl2vecstar_gda	bma	raw	3	2158.7665615141955	0.05465474002988313	0.02996845425867508	0.056782334384858045	0.10252365930599369	0.2334384858044164	0.5100904779764257
pheno_func_expr	owl2vecstar_gda	bma	raw	4	2064.7959814528595	0.06604751930908177	0.03863987635239567	0.06646058732612056	0.12364760432766615	0.24884080370942813	0.5314610634073431
pheno_func_expr	owl2vecstar_gda	bma	raw	5	2223.1087591240876	0.05910082304256562	0.03941605839416058	0.058394160583941604	0.09197080291970802	0.23795620437956205	0.49540058042388535
pheno_func_expr	owl2vecstar_gda	bma	raw	6	2052.3444613050074	0.05766947133578742	0.028831562974203338	0.0622154779969651	0.11684370257966616	0.26100151745068284	0.5342604420027866
pheno_func_expr	owl2vecstar_gda	bma	raw	7	2230.7782945736435	0.04998301442328067	0.024806201550387597	0.05271317829457364	0.10232558139534884	0.22015503875968992	0.4937316620585016
pheno_func_expr	owl2vecstar_gda	bma	raw	8	2059.41641337386	0.05506235459293537	0.025835866261398176	0.057750759878419454	0.10486322188449848	0.25379939209726443	0.5326625075746008
pheno_func_expr	owl2vecstar_gda	bma	raw	9	2119.8549618320612	0.05397426564639473	0.030534351145038167	0.05648854961832061	0.09465648854961832	0.216793893129771	0.5189231070906122
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	0	785.3428571428572	0.058220391239453315	0.022222222222222223	0.05714285714285714	0.1253968253968254	0.38095238095238093	0.8223192861292429
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	1	813.3796033994334	0.05052766732032169	0.014164305949008499	0.053824362606232294	0.10623229461756374	0.3810198300283286	0.8158476012124826
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	2	853.7407975460122	0.04635428965976472	0.015337423312883436	0.03987730061349693	0.11349693251533742	0.3588957055214724	0.8067591002974741
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	3	833.3217665615142	0.04315812660521033	0.015772870662460567	0.033123028391167195	0.08517350157728706	0.36908517350157727	0.8113958721619411
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	4	813.1391035548686	0.045362434268538004	0.012364760432766615	0.04173106646058733	0.10200927357032458	0.3693972179289026	0.8159932020520331
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	5	859.2788321167883	0.045380962875290004	0.01167883211678832	0.04525547445255475	0.09927007299270073	0.34890510948905107	0.8054610951725922
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	6	864.6236722306525	0.039602052305937045	0.010622154779969651	0.036418816388467376	0.08649468892261002	0.3884673748103187	0.8042521389707483
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	7	880.1457364341085	0.045001471595326525	0.017054263565891473	0.03875968992248062	0.09457364341085271	0.35038759689922483	0.8007665589959663
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	8	713.1382978723404	0.05131042264087527	0.02127659574468085	0.041033434650455926	0.09878419452887538	0.3829787234042553	0.8387072980803181
pheno_func_expr	owl2vecstar_gda	bmm	calibrated	9	815.3541984732824	0.03532542505472845	0.0061068702290076335	0.02900763358778626	0.08854961832061069	0.3603053435114504	0.8154859969909887
pheno_func_expr	owl2vecstar_gda	bmm	raw	0	2030.1412698412698	0.034063504257831424	0.014285714285714285	0.03650793650793651	0.06031746031746032	0.20952380952380953	0.5393574297188755
pheno_func_expr	owl2vecstar_gda	bmm	raw	1	1992.1756373937676	0.04350867985484668	0.018413597733711047	0.04107648725212465	0.09348441926345609	0.26770538243626063	0.5479084545998416
pheno_func_expr	owl2vecstar_gda	bmm	raw	2	2170.871165644172	0.037987061437048664	0.013803680981595092	0.0352760736196319	0.0843558282208589	0.23006134969325154	0.5073603245020829
pheno_func_expr	owl2vecstar_gda	bmm	raw	3	2128.930599369085	0.03842465645920363	0.017350157728706624	0.03627760252365931	0.083596214511041	0.21293375394321767	0.5168797324886714
pheno_func_expr	owl2vecstar_gda	bmm	raw	4	2039.2805255023184	0.0449751523997606	0.02009273570324575	0.04482225656877898	0.09428129829984544	0.24420401854714066	0.5372629299970874
pheno_func_expr	owl2vecstar_gda	bmm	raw	5	2189.043795620438	0.038728713111368065	0.01897810218978102	0.03941605839416058	0.072992700729927	0.22627737226277372	0.5031959818339603
pheno_func_expr	owl2vecstar_gda	bmm	raw	6	2032.4468892261002	0.0441233529672316	0.019726858877086494	0.04400606980273141	0.08952959028831563	0.23672230652503792	0.5387912344542369
pheno_func_expr	owl2vecstar_gda	bmm	raw	7	2217.2852713178295	0.03379513386704226	0.012403100775193798	0.03255813953488372	0.07596899224806201	0.21085271317829457	0.49679507851502547
pheno_func_expr	owl2vecstar_gda	bmm	raw	8	2030.679331306991	0.040595443389144004	0.019756838905775075	0.037993920972644375	0.08206686930091185	0.24164133738601823	0.5391789098240758
pheno_func_expr	owl2vecstar_gda	bmm	raw	9	2103.3648854961834	0.03569122825257376	0.013740458015267175	0.03816793893129771	0.07786259541984733	0.20458015267175572	0.5226717036661699
expr	owl2vecstar	bma	calibrated	mean	1454.9751678588623	0.035954027704037876	0.010363523528874208	0.033216618329946816	0.08129137691396768	0.268985535667515	0.6700553957446294
expr	owl2vecstar	bma	calibrated	sd	50.96892966779602	0.0046297206063457596	0.0036448215776717363	0.006468150122163983	0.011783042258027732	0.015622309824874364	0.011590680866456551
expr	owl2vecstar	bma	raw	mean	2447.8148181620027	0.04471462899141294	0.02144645087654807	0.04654300540743561	0.08859949430062322	0.2132911843285373	0.44436720918782646
expr	owl2vecstar	bma	raw	sd	56.26031151713846	0.0033791840600603594	0.002536387555241983	0.004939173243392693	0.01282126442407131	0.021604410227442254	0.012780718582499061
