modality	projection	aggregation	setting	fold	mr	mrr	hits@1	hits@3	hits@10	hits@100	auc
expr	owl2vecstar	bma	raw	1	2392.1565155807366	0.046426500342453624	0.021246458923512748	0.046742209631728045	0.09773371104815864	0.254957507082153	0.45696106892694516
expr	owl2vecstar	bma	raw	2	2509.8151840490796	0.04696382225409017	0.019938650306748466	0.049079754601226995	0.11042944785276074	0.21779141104294478	0.4302911669830148
expr	owl2vecstar	bma	raw	3	2501.544164037855	0.04244375556370525	0.01892744479495268	0.0473186119873817	0.07886435331230283	0.222397476340694	0.43218786102089446
expr	owl2vecstar	bma	raw	4	2392.5309119010817	0.05107658126814103	0.02472952086553323	0.0571870170015456	0.10046367851622875	0.2241112828438949	0.45694952098499275
expr	owl2vecstar	bma	raw	5	2506.6722627737227	0.0450866314142659	0.02335766423357664	0.049635036496350364	0.08029197080291971	0.19854014598540146	0.43095602351562984
expr	owl2vecstar	bma	raw	6	2383.3368740515934	0.04601382831647202	0.019726858877086494	0.04400606980273141	0.10015174506828528	0.2291350531107739	0.4590194315786351
expr	owl2vecstar	bma	raw	7	2511.6581395348835	0.039371170325331994	0.018604651162790697	0.040310077519379844	0.07286821705426356	0.18604651162790697	0.42987386139556033
expr	owl2vecstar	bma	raw	8	2402.281155015198	0.04252921175912379	0.019756838905775075	0.0425531914893617	0.08814589665653495	0.21580547112462006	0.45470941516827196
expr	owl2vecstar	bma	raw	9	2468.045038167939	0.046024315188672275	0.025954198473282442	0.04732824427480916	0.08244274809160305	0.2	0.43975860231940295
expr	owl2vecstar	bmm	calibrated	0	1337.4984126984127	0.029302211339108614	0.007936507936507936	0.025396825396825397	0.06666666666666667	0.24603174603174602	0.6967895842128623
expr	owl2vecstar	bmm	calibrated	1	1397.0531161473089	0.027814188075236657	0.007082152974504249	0.024079320113314446	0.0679886685552408	0.26345609065155806	0.6831652603250674
expr	owl2vecstar	bmm	calibrated	2	1441.263036809816	0.028150972695260647	0.009202453987730062	0.02607361963190184	0.06288343558282208	0.23159509202453987	0.6731886743640845
expr	owl2vecstar	bmm	calibrated	3	1444.4881703470032	0.02534289754976428	0.00946372239747634	0.022082018927444796	0.04574132492113565	0.2302839116719243	0.6724562974234896
expr	owl2vecstar	bmm	calibrated	4	1362.098145285935	0.025835165196268328	0.00927357032457496	0.021638330757341576	0.04945904173106646	0.24574961360123648	0.6911763000794406
expr	owl2vecstar	bmm	calibrated	5	1466.5620437956204	0.020684508448161505	0.00145985401459854	0.017518248175182483	0.052554744525547446	0.21605839416058395	0.667429724406509
expr	owl2vecstar	bmm	calibrated	6	1429.0698027314113	0.025612502876445464	0.004552352048558422	0.024279210925644917	0.057663125948406675	0.2473444613050076	0.675949510528155
expr	owl2vecstar	bmm	calibrated	7	1431.8922480620156	0.02234157264388855	0.004651162790697674	0.020155038759689922	0.05581395348837209	0.21395348837209302	0.6753282546597095
expr	owl2vecstar	bmm	calibrated	8	1365.626139817629	0.021542027564940933	0.007598784194528876	0.013677811550151976	0.034954407294832825	0.22796352583586627	0.6903507532452456
expr	owl2vecstar	bmm	calibrated	9	1404.4496183206106	0.021810032203760647	0.0030534351145038168	0.016793893129770993	0.0549618320610687	0.2152671755725191	0.6815627771058308
expr	owl2vecstar	bmm	raw	0	2398.296825396825	0.034123326874386864	0.01746031746031746	0.031746031746031744	0.05873015873015873	0.1873015873015873	0.45567345753183447
expr	owl2vecstar	bmm	raw	1	2384.492209631728	0.03479499995039584	0.0113314447592068	0.0339943342776204	0.07507082152974505	0.24504249291784702	0.45871776163395367
expr	owl2vecstar	bmm	raw	2	2503.8090490797545	0.034995700072968754	0.010736196319018405	0.03374233128834356	0.08282208588957055	0.20552147239263804	0.43167681723537277
expr	owl2vecstar	bmm	raw	3	2494.8698738170347	0.033252160024026034	0.011041009463722398	0.03470031545741325	0.07413249211356467	0.21293375394321767	0.43370966157350066
expr	owl2vecstar	bmm	raw	4	2380.7797527047915	0.0400951455354618	0.017001545595054096	0.03554868624420402	0.09582689335394126	0.22256568778979907	0.45962673124037956
expr	owl2vecstar	bmm	raw	5	2498.341605839416	0.03465276371541273	0.017518248175182483	0.033576642335766425	0.06861313868613139	0.20583941605839415	0.4328531866067769
expr	owl2vecstar	bmm	raw	6	2378.92564491654	0.04040674475084924	0.015174506828528073	0.04704097116843703	0.09104704097116843	0.22306525037936267	0.460028075769738
expr	owl2vecstar	bmm	raw	7	2511.258139534884	0.032629117151232345	0.017054263565891473	0.02945736434108527	0.06046511627906977	0.1875968992248062	0.4299542179247926
expr	owl2vecstar	bmm	raw	8	2393.8784194528876	0.03291942389458506	0.013677811550151976	0.031914893617021274	0.07446808510638298	0.2127659574468085	0.4566192164425321
expr	owl2vecstar	bmm	raw	9	2466.016030534351	0.032527857060798734	0.013740458015267175	0.024427480916030534	0.07633587786259542	0.2	0.44023754531303955
expr	owl2vecstar_gda	bma	calibrated	0	1374.4333333333334	0.032776303376527836	0.006349206349206349	0.031746031746031744	0.08253968253968254	0.25555555555555554	0.6883936464636624
expr	owl2vecstar_gda	bma	calibrated	1	1416.8321529745042	0.028486544371850546	0.00424929178470255	0.018413597733711047	0.08498583569405099	0.2705382436260623	0.6786874366888689
expr	owl2vecstar_gda	bma	calibrated	2	1505.183282208589	0.026218684383679296	0.0	0.019938650306748466	0.08895705521472393	0.2561349693251534	0.6586624016612811
expr	owl2vecstar_gda	bma	calibrated	3	1498.2184542586751	0.023360393026233467	0.0	0.02365930599369085	0.07255520504731862	0.2586750788643533	0.6602622620713197
expr	owl2vecstar_gda	bma	calibrated	4	1405.6097372488407	0.023001589527265217	0.0	0.02009273570324575	0.06027820710973725	0.26120556414219476	0.6812915538974891
expr	owl2vecstar_gda	bma	calibrated	5	1489.880291970803	0.021620328884152114	0.0	0.021897810218978103	0.06423357664233577	0.22043795620437956	0.6621131544495018
expr	owl2vecstar_gda	bma	calibrated	6	1480.8406676783004	0.02110109996676975	0.0015174506828528073	0.006069802731411229	0.06828528072837632	0.2746585735963581	0.6641766769313346
expr	owl2vecstar_gda	bma	calibrated	7	1492.1837209302325	0.022167419946665375	0.0	0.018604651162790697	0.07131782945736434	0.2310077519379845	0.6616183910719666
expr	owl2vecstar_gda	bma	calibrated	8	1380.1003039513678	0.021981233127519973	0.0	0.0182370820668693	0.05623100303951368	0.2553191489361702	0.6870682823051107
expr	owl2vecstar_gda	bma	calibrated	9	1417.0679389312977	0.020787756398143696	0.0	0.015267175572519083	0.061068702290076333	0.233587786259542	0.6786863426628883
expr	owl2vecstar_gda	bma	raw	0	2407.266666666667	0.0489170562003661	0.03015873015873016	0.050793650793650794	0.08095238095238096	0.19365079365079366	0.4536386335999884
expr	owl2vecstar_gda	bma	raw	1	2386.4114730878186	0.05525964834856394	0.026912181303116147	0.05240793201133145	0.11898016997167139	0.26487252124645894	0.4582769583867567
expr	owl2vecstar_gda	bma	raw	2	2492.990030674847	0.057632653293435615	0.029141104294478526	0.05828220858895705	0.12116564417177914	0.23773006134969324	0.4341136684717804
expr	owl2vecstar_gda	bma	raw	3	2502.5859621451104	0.05160227966586029	0.026813880126182965	0.056782334384858045	0.09305993690851735	0.22555205047318613	0.43194359486634115
expr	owl2vecstar_gda	bma	raw	4	2377.81684698609	0.06448348681803044	0.0401854714064915	0.0633693972179289	0.11591962905718702	0.2302936630602782	0.4602821773811879
expr	owl2vecstar_gda	bma	raw	5	2502.7503649635037	0.0571695097591598	0.03941605839416058	0.061313868613138686	0.08905109489051095	0.22189781021897811	0.43184947474791047
expr	owl2vecstar_gda	bma	raw	6	2387.8490136570563	0.05518138846205542	0.027314112291350532	0.057663125948406675	0.11836115326251896	0.23975720789074356	0.458005354369061
expr	owl2vecstar_gda	bma	raw	7	2502.908527131783	0.04659684167015528	0.024806201550387597	0.04806201550387597	0.09457364341085271	0.20310077519379846	0.43185369825065945
expr	owl2vecstar_gda	bma	raw	8	2389.5965045592707	0.0539950101244326	0.028875379939209727	0.0547112462006079	0.10182370820668693	0.23556231003039513	0.4576074556872901
expr	owl2vecstar_gda	bma	raw	9	2458.406870229008	0.052215738603693114	0.030534351145038167	0.0549618320610687	0.0916030534351145	0.20305343511450383	0.44194664297402775
expr	owl2vecstar_gda	bmm	calibrated	0	1387.1968253968255	0.03031013608836135	0.011111111111111112	0.03015873015873016	0.06031746031746032	0.21428571428571427	0.6854800152992924
expr	owl2vecstar_gda	bmm	calibrated	1	1406.5070821529746	0.029580286710146182	0.012747875354107648	0.024079320113314446	0.06232294617563739	0.23229461756373937	0.6810324842048185
expr	owl2vecstar_gda	bmm	calibrated	2	1441.4455521472394	0.02723142324599416	0.010736196319018405	0.024539877300613498	0.0598159509202454	0.2147239263803681	0.673126526246205
expr	owl2vecstar_gda	bmm	calibrated	3	1487.333596214511	0.021564743568674022	0.006309148264984227	0.017350157728706624	0.04416403785488959	0.20504731861198738	0.6627319049425486
expr	owl2vecstar_gda	bmm	calibrated	4	1382.099690880989	0.026491979992200407	0.012364760432766615	0.02472952086553323	0.04636785162287481	0.2302936630602782	0.6866304271063431
expr	owl2vecstar_gda	bmm	calibrated	5	1472.8145985401459	0.02103535208063716	0.00291970802919708	0.017518248175182483	0.052554744525547446	0.18686131386861313	0.6659763416702204
expr	owl2vecstar_gda	bmm	calibrated	6	1463.599393019727	0.019904083695971173	0.0015174506828528073	0.018209408194233688	0.04552352048558422	0.22154779969650987	0.668089743806445
expr	owl2vecstar_gda	bmm	calibrated	7	1441.6488372093024	0.02440597601290009	0.006201550387596899	0.02635658914728682	0.05426356589147287	0.2	0.6730937792415824
expr	owl2vecstar_gda	bmm	calibrated	8	1343.7705167173253	0.022785718376076222	0.00911854103343465	0.013677811550151976	0.04559270516717325	0.22188449848024316	0.6953407482081795
expr	owl2vecstar_gda	bmm	calibrated	9	1433.4511450381679	0.01861300153924227	0.0015267175572519084	0.015267175572519083	0.04732824427480916	0.19083969465648856	0.6749397416831375
expr	owl2vecstar_gda	bmm	raw	0	2412.304761904762	0.03578371992331803	0.01904761904761905	0.03650793650793651	0.06031746031746032	0.20476190476190476	0.45247918899316947
expr	owl2vecstar_gda	bmm	raw	1	2389.050283286119	0.036945984965012224	0.012747875354107648	0.03824362606232295	0.08073654390934844	0.24787535410764872	0.45770365657402173
expr	owl2vecstar_gda	bmm	raw	2	2498.598926380368	0.03488260192294184	0.012269938650306749	0.032208588957055216	0.08128834355828221	0.21932515337423314	0.432826252341232
expr	owl2vecstar_gda	bmm	raw	3	2518.8020504731862	0.03945649359139951	0.02050473186119874	0.03470031545741325	0.08201892744479496	0.20662460567823343	0.4282598819777652
expr	owl2vecstar_gda	bmm	raw	4	2389.8910355486864	0.0455520292442741	0.021638330757341576	0.04482225656877898	0.09428129829984544	0.2302936630602782	0.4575498927851033
expr	owl2vecstar_gda	bmm	raw	5	2502.6671532846717	0.04000868026695816	0.021897810218978103	0.042335766423357665	0.07153284671532846	0.21021897810218979	0.4318671463156025
expr	owl2vecstar_gda	bmm	raw	6	2394.9817905918057	0.04270367280909015	0.018209408194233688	0.042488619119878605	0.08801213960546282	0.21547799696509864	0.4563751038741388
expr	owl2vecstar_gda	bmm	raw	7	2510.4581395348837	0.031246377013704824	0.012403100775193798	0.03255813953488372	0.06976744186046512	0.19069767441860466	0.4301358131076302
expr	owl2vecstar_gda	bmm	raw	8	2393.3465045592707	0.03769543387993522	0.0182370820668693	0.0364741641337386	0.08054711246200608	0.22948328267477203	0.4567335695940843
expr	owl2vecstar_gda	bmm	raw	9	2469.506106870229	0.03400048125450709	0.013740458015267175	0.03206106870229008	0.07786259541984733	0.19236641221374046	0.4394513673301878
func	owl2vecstar	bma	calibrated	0	804.3047619047619	0.0926607367813068	0.047619047619047616	0.1	0.16825396825396827	0.4507936507936508	0.8180307934342944
func	owl2vecstar	bma	calibrated	1	851.5977337110481	0.07196911746667191	0.025495750708215296	0.07365439093484419	0.15864022662889518	0.4192634560906516	0.8071844811497847
func	owl2vecstar	bma	calibrated	2	923.9279141104295	0.0753144938605553	0.029141104294478526	0.0843558282208589	0.16104294478527606	0.4263803680981595	0.7907963605783245
func	owl2vecstar	bma	calibrated	3	830.1293375394322	0.0797637159758976	0.03785488958990536	0.08201892744479496	0.15457413249211358	0.4274447949526814	0.8121457916661586
func	owl2vecstar	bma	calibrated	4	867.661514683153	0.07579598039606185	0.03245749613601236	0.07882534775888717	0.160741885625966	0.4281298299845441	0.8035896172833997
func	owl2vecstar	bma	calibrated	5	886.9649635036496	0.07166917390451191	0.029197080291970802	0.07737226277372262	0.14744525547445256	0.3970802919708029	0.7991648732376136
func	owl2vecstar	bma	calibrated	6	899.0424886191199	0.07757897801081864	0.03186646433990895	0.0819423368740516	0.16843702579666162	0.4400606980273141	0.7964596381920157
func	owl2vecstar	bma	calibrated	7	896.7674418604652	0.07497096987037867	0.03565891472868217	0.06511627906976744	0.15968992248062017	0.3937984496124031	0.796966012360103
func	owl2vecstar	bma	calibrated	8	791.3237082066869	0.07629004737720019	0.03343465045592705	0.08358662613981763	0.1519756838905775	0.44072948328267475	0.8209297014864528
func	owl2vecstar	bma	calibrated	9	824.4717557251909	0.08340813765299945	0.042748091603053436	0.08549618320610687	0.15877862595419848	0.4198473282442748	0.8134050243896515
func	owl2vecstar	bma	raw	0	2172.525396825397	0.04391127220805418	0.025396825396825397	0.04285714285714286	0.07777777777777778	0.19523809523809524	0.506983730068522
func	owl2vecstar	bma	raw	1	2181.485835694051	0.04621988693999685	0.0169971671388102	0.046742209631728045	0.10623229461756374	0.2719546742209632	0.5048639692126784
func	owl2vecstar	bma	raw	2	2307.2254601226996	0.04896263617402565	0.019938650306748466	0.05214723926380368	0.11349693251533742	0.21932515337423314	0.47633037067822165
func	owl2vecstar	bma	raw	3	2270.11356466877	0.04400201536440714	0.02050473186119874	0.0473186119873817	0.083596214511041	0.21451104100946372	0.4847983087638932
func	owl2vecstar	bma	raw	4	2200.6027820710974	0.05002272291393341	0.023183925811437404	0.05255023183925812	0.10046367851622875	0.23647604327666152	0.5006232974826019
func	owl2vecstar	bma	raw	5	2299.1379562043794	0.04424490306203093	0.020437956204379562	0.051094890510948905	0.08175182481751825	0.2072992700729927	0.47814134931130664
func	owl2vecstar	bma	raw	6	2188.142640364188	0.05151172019061201	0.025796661608497723	0.054628224582701064	0.1047040971168437	0.24127465857359637	0.5033927906776993
func	owl2vecstar	bma	raw	7	2324.4248062015504	0.04124862720005331	0.020155038759689922	0.04186046511627907	0.08527131782945736	0.19844961240310077	0.472436124489181
func	owl2vecstar	bma	raw	8	2157.61094224924	0.04634979131400606	0.022796352583586626	0.0486322188449848	0.09878419452887538	0.22492401215805471	0.5103332409756017
func	owl2vecstar	bma	raw	9	2240.497709923664	0.04787577082124344	0.025954198473282442	0.051908396946564885	0.08549618320610687	0.20610687022900764	0.4915036207049138
func	owl2vecstar	bmm	calibrated	0	788.8063492063492	0.08225012626099497	0.03650793650793651	0.09206349206349207	0.16031746031746033	0.43333333333333335	0.8215268982488805
func	owl2vecstar	bmm	calibrated	1	842.4079320113315	0.060073846737509824	0.019830028328611898	0.059490084985835696	0.12889518413597734	0.415014164305949	0.8092712933083556
func	owl2vecstar	bmm	calibrated	2	910.6273006134969	0.0670532866549217	0.03067484662576687	0.06595092024539877	0.13190184049079753	0.37116564417177916	0.7938117210130021
func	owl2vecstar	bmm	calibrated	3	813.4873817034701	0.0673209254894001	0.03470031545741325	0.06624605678233439	0.11198738170347003	0.39589905362776023	0.8159185160378433
func	owl2vecstar	bmm	calibrated	4	852.1159196290572	0.0635209594662844	0.02472952086553323	0.07109737248840804	0.13137557959814528	0.4126738794435858	0.8071280777948339
func	owl2vecstar	bmm	calibrated	5	871.7474452554744	0.06358137118283765	0.032116788321167884	0.059854014598540145	0.12992700729927006	0.38248175182481753	0.8026077592286237
func	owl2vecstar	bmm	calibrated	6	881.2018209408194	0.05746885930090333	0.02276176024279211	0.05311077389984825	0.125948406676783	0.4006069802731411	0.8004988718294026
func	owl2vecstar	bmm	calibrated	7	887.6899224806201	0.05763294939953762	0.018604651162790697	0.04961240310077519	0.13333333333333333	0.37829457364341085	0.79906039251345
func	owl2vecstar	bmm	calibrated	8	761.887537993921	0.06759945090172764	0.030395136778115502	0.06990881458966565	0.1398176291793313	0.40577507598784196	0.8276252339748394
func	owl2vecstar	bmm	calibrated	9	818.830534351145	0.07003730976655856	0.03358778625954199	0.0717557251908397	0.15114503816793892	0.3938931297709924	0.814679255694823
func	owl2vecstar	bmm	raw	0	2089.5809523809526	0.03722782016669345	0.020634920634920634	0.03492063492063492	0.05714285714285714	0.20476190476190476	0.5258458812789342
func	owl2vecstar	bmm	raw	1	2121.584985835694	0.03774194362337293	0.0113314447592068	0.036827195467422094	0.08781869688385269	0.26487252124645894	0.5184786395568912
func	owl2vecstar	bmm	raw	2	2255.65490797546	0.039366136767730736	0.013803680981595092	0.04447852760736196	0.09202453987730061	0.20705521472392638	0.4880571016558421
func	owl2vecstar	bmm	raw	3	2210.514195583596	0.033158180532645125	0.011041009463722398	0.03470031545741325	0.07413249211356467	0.21766561514195584	0.49833701809200975
func	owl2vecstar	bmm	raw	4	2156.0216383307575	0.04104423999330765	0.015455950540958269	0.03709428129829984	0.10046367851622875	0.250386398763524	0.5107234221069633
func	owl2vecstar	bmm	raw	5	2241.705109489051	0.037355917882617745	0.01897810218978102	0.033576642335766425	0.07007299270072993	0.21897810218978103	0.49119507917360117
func	owl2vecstar	bmm	raw	6	2135.842185128983	0.04477140949278488	0.021244309559939303	0.04400606980273141	0.09256449165402124	0.2276176024279211	0.515291618560019
func	owl2vecstar	bmm	raw	7	2278.5147286821707	0.03296872384172745	0.013953488372093023	0.031007751937984496	0.06976744186046512	0.2062015503875969	0.48287736289607747
func	owl2vecstar	bmm	raw	8	2099.4604863221884	0.03585095309247659	0.015197568389057751	0.0364741641337386	0.07446808510638298	0.23100303951367782	0.5235572674364372
func	owl2vecstar	bmm	raw	9	2186.6946564885498	0.03363705816881107	0.012213740458015267	0.02900763358778626	0.08244274809160305	0.20458015267175572	0.503760049560188
func	owl2vecstar_gda	bma	calibrated	0	701.9539682539682	0.07775589075270134	0.03333333333333333	0.07777777777777778	0.173015873015873	0.4444444444444444	0.8412925737090319
func	owl2vecstar_gda	bma	calibrated	1	782.9249291784703	0.07281610867056428	0.029745042492917848	0.08073654390934844	0.14305949008498584	0.43059490084985835	0.8228020854598038
func	owl2vecstar_gda	bma	calibrated	2	865.2116564417178	0.07112025072487987	0.03067484662576687	0.06748466257668712	0.1579754601226994	0.41411042944785276	0.8041405115775058
func	owl2vecstar_gda	bma	calibrated	3	775.1971608832807	0.07239531406645186	0.03470031545741325	0.07570977917981073	0.13564668769716087	0.4242902208201893	0.824652398057201
func	owl2vecstar_gda	bma	calibrated	4	737.9799072642968	0.06164756862621044	0.021638330757341576	0.061823802163833076	0.12364760432766615	0.44049459041731065	0.8330890855129713
func	owl2vecstar_gda	bma	calibrated	5	813.9094890510949	0.06428129273676934	0.029197080291970802	0.059854014598540145	0.1343065693430657	0.39124087591240875	0.8157693437294141
func	owl2vecstar_gda	bma	calibrated	6	808.1836115326252	0.05996872819632665	0.018209408194233688	0.06069802731411229	0.13808801213960548	0.4355083459787557	0.8170982093116073
func	owl2vecstar_gda	bma	calibrated	7	770.6294573643411	0.06282926914346822	0.020155038759689922	0.06046511627906977	0.14418604651162792	0.3922480620155039	0.825644482273103
func	owl2vecstar_gda	bma	calibrated	8	762.1671732522797	0.07270044223511082	0.03343465045592705	0.06838905775075987	0.1474164133738602	0.43465045592705165	0.827559938670781
func	owl2vecstar_gda	bma	calibrated	9	761.3786259541985	0.06801791041927771	0.02900763358778626	0.05801526717557252	0.1480916030534351	0.41374045801526715	0.8277476317483675
func	owl2vecstar_gda	bma	raw	0	2201.0968253968254	0.04924064295867642	0.02857142857142857	0.049206349206349205	0.08412698412698413	0.2111111111111111	0.5004918145177294
func	owl2vecstar_gda	bma	raw	1	2214.7606232294615	0.05757284231631476	0.026912181303116147	0.05807365439093484	0.12464589235127478	0.2790368271954674	0.4972991543919008
func	owl2vecstar_gda	bma	raw	2	2351.846625766871	0.059016221877782306	0.029141104294478526	0.05828220858895705	0.12269938650306748	0.25	0.46620606746932164
func	owl2vecstar_gda	bma	raw	3	2325.7917981072555	0.05293736318381085	0.028391167192429023	0.056782334384858045	0.0914826498422713	0.22870662460567823	0.4721414674829309
func	owl2vecstar_gda	bma	raw	4	2224.466769706337	0.06518623870180064	0.03863987635239567	0.06646058732612056	0.11901081916537867	0.2472952086553323	0.49515574180305844
func	owl2vecstar_gda	bma	raw	5	2327.8934306569345	0.05896000396372305	0.040875912408759124	0.061313868613138686	0.0905109489051095	0.22773722627737225	0.47160535821844046
func	owl2vecstar_gda	bma	raw	6	2210.49468892261	0.05790108690434326	0.028831562974203338	0.0622154779969651	0.12139605462822459	0.2564491654021244	0.49834612018664753
func	owl2vecstar_gda	bma	raw	7	2343.724031007752	0.04898844235771114	0.024806201550387597	0.05426356589147287	0.09767441860465116	0.20930232558139536	0.4680462966389472
func	owl2vecstar_gda	bma	raw	8	2202.6793313069907	0.05472369480744358	0.028875379939209727	0.05927051671732523	0.1033434650455927	0.24164133738601823	0.5001076163344668
func	owl2vecstar_gda	bma	raw	9	2273.6916030534353	0.05342048139452945	0.030534351145038167	0.05648854961832061	0.09312977099236641	0.21068702290076335	0.4839838686446782
func	owl2vecstar_gda	bmm	calibrated	0	734.2047619047619	0.061671553450326974	0.025396825396825397	0.05714285714285714	0.1365079365079365	0.3888888888888889	0.8339586558272624
func	owl2vecstar_gda	bmm	calibrated	1	825.0977337110481	0.059052711099277434	0.029745042492917848	0.05807365439093484	0.11473087818696884	0.37677053824362605	0.8132031037185249
func	owl2vecstar_gda	bmm	calibrated	2	897.2101226993865	0.0531156427073444	0.019938650306748466	0.05214723926380368	0.11503067484662577	0.3665644171779141	0.7968638647656956
func	owl2vecstar_gda	bmm	calibrated	3	811.0031545741325	0.054878895658315774	0.022082018927444796	0.056782334384858045	0.10094637223974763	0.3627760252365931	0.8164920260770481
func	owl2vecstar_gda	bmm	calibrated	4	756.7295208655332	0.05060031247056546	0.02009273570324575	0.05100463678516229	0.1035548686244204	0.38639876352395675	0.8288024220763959
func	owl2vecstar_gda	bmm	calibrated	5	842.2525547445256	0.04998985841138266	0.017518248175182483	0.051094890510948905	0.11386861313868613	0.3605839416058394	0.8093385523916351
func	owl2vecstar_gda	bmm	calibrated	6	840.3657056145676	0.042585776676045864	0.010622154779969651	0.03490136570561457	0.09559939301972686	0.36570561456752654	0.8097722582142927
func	owl2vecstar_gda	bmm	calibrated	7	827.646511627907	0.0485092054658522	0.013953488372093023	0.04961240310077519	0.11007751937984496	0.3395348837209302	0.8127007371301792
func	owl2vecstar_gda	bmm	calibrated	8	781.9164133738602	0.056186706136643325	0.025835866261398176	0.05015197568389058	0.11398176291793313	0.3829787234042553	0.823081682697988
func	owl2vecstar_gda	bmm	calibrated	9	823.7190839694656	0.04906286292889629	0.016793893129770993	0.050381679389312976	0.1083969465648855	0.3465648854961832	0.8135783809297394
func	owl2vecstar_gda	bmm	raw	0	2161.506349206349	0.03731211802752805	0.01904761904761905	0.03968253968253968	0.06031746031746032	0.2126984126984127	0.5094853808766061
func	owl2vecstar_gda	bmm	raw	1	2178.7252124645893	0.0396092760814824	0.014164305949008499	0.03541076487252125	0.08923512747875353	0.25920679886685555	0.5054939411287782
func	owl2vecstar_gda	bmm	raw	2	2324.0291411042945	0.03574595019223938	0.010736196319018405	0.032208588957055216	0.0843558282208589	0.2361963190184049	0.47253140353984524
func	owl2vecstar_gda	bmm	raw	3	2300.692429022082	0.037644119308418086	0.017350157728706624	0.03785488958990536	0.0804416403785489	0.21608832807570977	0.4778484212428549
func	owl2vecstar_gda	bmm	raw	4	2193.0417310664607	0.04749500638678083	0.021638330757341576	0.04945904173106646	0.10046367851622875	0.241112828438949	0.5022966087908837
func	owl2vecstar_gda	bmm	raw	5	2299.214598540146	0.04059826644480459	0.021897810218978103	0.03941605839416058	0.07445255474452554	0.2116788321167883	0.47811679163977217
func	owl2vecstar_gda	bmm	raw	6	2189.5083459787556	0.043970028095252016	0.018209408194233688	0.04400606980273141	0.09256449165402124	0.22306525037936267	0.5030737086405
func	owl2vecstar_gda	bmm	raw	7	2331.1674418604653	0.0335901438097958	0.012403100775193798	0.034108527131782945	0.07906976744186046	0.20310077519379846	0.4709056498041309
func	owl2vecstar_gda	bmm	raw	8	2180.4650455927053	0.037364012047990024	0.015197568389057751	0.037993920972644375	0.0790273556231003	0.23404255319148937	0.5051388095249612
func	owl2vecstar_gda	bmm	raw	9	2247.781679389313	0.03518869636521092	0.013740458015267175	0.03206106870229008	0.08091603053435115	0.20305343511450383	0.48984502029434157
func_expr	owl2vecstar	bma	calibrated	0	968.7444444444444	0.06216179967586822	0.02857142857142857	0.06031746031746032	0.12857142857142856	0.3761904761904762	0.7806413434510729
func_expr	owl2vecstar	bma	calibrated	1	1036.8541076487252	0.054310156459403416	0.019830028328611898	0.053824362606232294	0.1274787535410765	0.35694050991501414	0.7650586310177371
func_expr	owl2vecstar	bma	calibrated	2	1111.506134969325	0.054643633660680174	0.019938650306748466	0.05521472392638037	0.1165644171779141	0.3696319018404908	0.7481827994929132
func_expr	owl2vecstar	bma	calibrated	3	1068.3343848580441	0.04730145573279035	0.017350157728706624	0.04258675078864353	0.08990536277602523	0.34542586750788645	0.7579800184010848
func_expr	owl2vecstar	bma	calibrated	4	1073.003091190108	0.049338764707102835	0.015455950540958269	0.04636785162287481	0.11901081916537867	0.3678516228748068	0.7569287385463818
func_expr	owl2vecstar	bma	calibrated	5	1117.485401459854	0.050016029000679314	0.020437956204379562	0.052554744525547446	0.10218978102189781	0.3343065693430657	0.7467538242765858
